sentence_id,screening,label,text
13613,-3,1,The rich are paying a bigger percent of the total tax burden.
13614,-3,-1,And what I don't like is trickle down government.
13616,-3,0,"Government -- he says invest government, grow government."
13619,-3,1,It's the private sector that creates jobs.
13620,-3,1,"And yes, we've got too many taxes on the American people and we're spending too much."
13623,-3,-1,I think Mr. Perot put his finger on something there.
13624,-3,-1,It won't be painless but we've got to get the job done.
13625,-3,-1,But not by raising taxes.
13628,-3,-1,I do not want any more trickle down government.
13630,-3,-1,I want to do something about that.
13635,-3,-1,"If you take a patient into the hospital that's bleeding arterially, step one is to stop the bleeding."
13636,-3,-1,And we are bleeding arterially.
13638,-3,1,We have spent their money.
13640,-3,-1,"This is going to take fair, shared sacrifice."
13641,-3,1,My plan balances the budget within 6 years.
13645,-3,0,The one thing I have done is lay it squarely on the table in front of the American people.
13654,-3,-1,I disagree with both of them.
13657,-3,1,His own analysis says that unemployment will be slightly higher in 1995 under his plan than it is today.
13658,-3,1,"And as far as what Mr. Bush says, he is the person who raised taxes on the middle class after saying he wouldn't."
13659,-3,1,"And just this year, Mr. Bush vetoed a tax increase on the wealthy that gave middle class tax relief."
13660,-3,1,He vetoed middle class tax relief this year.
13661,-3,1,"And furthermore, under this administration, spending has increased more than it has in the last 20 years and he asked Congress to spend more money than it actually spent."
13663,-3,-1,"So my view is the middle class is the -- they've been suffering, Jim."
13664,-3,-1,"Now, should people pay more for Medicare if they can?"
13668,-3,-1,But look what's happened to the middle class.
13670,-3,1,The tax burden on them has not gone down.
13672,-3,-1,"I don't think the answer is to slow the economy down more, drive unemployment up more and undermine the health of the private sector."
13676,-3,-1,I think everybody's paying too much taxes.
13678,-3,1,"Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it."
13679,-3,-1,And I said I make a mistake.
13681,-3,-1,That's quite different than some.
13682,-3,-1,But I think that's the American way.
13688,-3,-1,We don't want to go back to that.
13692,-3,-1,"I mean, look at it, and that's what we're asking America to have?"
13693,-3,1,"Now look, he says Arkansas's a poor state."
13696,-3,-1,I'll give you an example.
13698,-3,1,"Over the last ten years since he's been governor, they're 30% behind, 30% -- they're 30% of the national average."
13701,-3,-1,And I'm going to do that.
13702,-3,0,"It's not dirty campaigning because he's been talking about my record for a half a year here, 11 months here."
13703,-3,-1,So we've got to do that.
13704,-3,-1,I gotta get it in perspective.
13706,-3,1,"Admit it, that Arkansas is doing very, very badly against any standard -- environment, support for police officers, whatever it is."
13708,-3,1,"Mr. Bush's Bureau of Labor Statistics says that Arkansas ranks first in the country in the growth of new jobs this year, first."
13710,-3,1,"4th in manufacturing jobs, 4th in the reduction of poverty, 4th in income increase."
13712,-3,1,Over the last 5 years our income has grown more rapidly than the national average.
13713,-3,1,"We are 2nd in tax burden, the 2nd lowest tax burden in the country."
